lifetime_gross,rank,studio,title,year
15014674,3859,Uni.,More American Graffiti,1979
15013650,3860,Rela.,Judy Moody and the NOT Bummer Summer,2011
15012935,3861,Mira.,Madonna: Truth or Dare,1991
15007991,3862,SGem,The Cave,2005
15002854,3863,UA,Lions for Lambs,2007
15000000,3864,UA,For a Few Dollars More,1967
14990582,3865,Par.,The Next Best Thing,2000
14973382,3866,Fox,Solaris,2002
14972297,3867,BV,Baby: Secret of the Lost Legend,1985
14967182,3868,WB,Get Carter,2000
14960255,3869,Uni.,Child's Play 3,1991
14942422,3870,Fox,Kiss of Death,1995
14929552,3871,Uni.,Monty Python's The Meaning of Life,1983
14923752,3872,AVCO,The Night the Lights Went Out in Georgia,1981
14919570,3873,Fox,The Commitments,1991
14905359,3874,Uni.,Nighthawks,1981
14904910,3875,BV,Indian Summer,1993
14904426,3876,Fox,Keeping Up with the Joneses,2016
14904384,3877,LG/S,Step Up All In,2014
14902041,3878,Par.,Election,1999
14889042,3879,Over.,Last Chance Harvey,2008
14867086,3880,Par.,S.O.B.,1981
14859394,3881,Mira.,Music of the Heart,1999
14851083,3882,Uni.,Once Around,1991
14842388,3883,Trim.,Eve's Bayou,1997
14818176,3884,Orion,The Substitute,1996
14815317,3885,TriS,Threesome,1994
14812144,3886,Par.,All I Want for Christmas,1991
14800725,3887,Fox,I Love You Beth Cooper,2009
14796494,3888,Par.,Ladybugs,1992
14796236,3889,Emb,Prom Night,1980
14792779,3890,Orion,Radio Days,1987
14789113,3891,MGM,Not Without My Daughter,1991
14772788,3892,BV,The 6th Man,1997
14760451,3893,BV,Fire Birds,1990
14744435,3894,Uni.,My Soul to Take,2010
14743391,3895,Mira.,My Left Foot,1989
14734633,3896,Fox,Tristan and Isolde,2006
14717854,3897,Par.,Orca,1977
14715067,3898,Par.,School Ties,1992
14708696,3899,LG/S,Criminal (2016),2016
14702438,3900,Mira.,Flirting with Disaster,1996
14697005,3901,Can.,Kickboxer,1989
14694904,3902,Mira.,Iron Monkey,2001
14683921,3903,TriS,City of Joy,1992
14682684,3904,PFR,The Case for Christ,2017
14681192,3905,WB,Arthur 2: On the Rocks,1988
14677654,3906,A24,Room,2015
14674076,3907,RTWC,It Follows,2015
14672713,3908,Uni.,The Greek Tycoon,1978
14665733,3909,MGM,The Secret of NIMH,1982
14662035,3910,Uni.,The Nude Bomb,1980
14648076,3911,Col.,Educating Rita,1983
14643997,3912,Par.,Clue,1985
14618727,3913,Rela.,Beyond the Lights,2014
14600347,3914,Wein.,My Week with Marilyn,2011
14594226,3915,WB,Soldier,1998
14589444,3916,Fox,The Girl Next Door,2004
14587732,3917,Par.,Flight of the Intruder,1991
14568989,3918,NW,Children of the Corn,1984
14564027,3919,NW,Hellraiser,1987
14560247,3920,Gold.,Wild at Heart,1990
14560084,3921,Par.,Death on the Nile,1978
14551359,3922,Uni.,The Chamber,1996
14545844,3923,Col.,School Daze,1988
14543394,3924,Fox,The Vanishing,1993
14523101,3925,Fox,Everyone's Hero,2006
14518319,3926,WB,To the Arctic (IMAX),2012
14515490,3927,Sony,Excess Baggage,1997
14508655,3928,Neon,"I, Tonya",2017
14504277,3929,WB,"Oh, God! Book II",1980
14502483,3930,Sony,Maximum Risk,1996
14500000,3931,Par.,Paint Your Wagon,1969
14500000,3932,UA,A Fistful of Dollars,1967
14492125,3933,MGM,Rich and Famous,1981
14482031,3934,Wein.,Big Eyes,2014
14481606,3935,Uni.,Psycho III,1986
14481231,3936,NL,In Love and War,1996
14470947,3937,Fox,Welcome to Mooseport,2004
14448589,3938,Fox,"Life, or Something Like It",2002
14444999,3939,RAtt.,"Hello, My Name is Doris",2016
14444502,3940,LGF,America (2014),2014
14440985,3941,LGF,American Ultra,2015
14431633,3942,STX,The Edge of Seventeen,2016
14426251,3943,Focus,Hollywoodland,2006
14418922,3944,Atl,Night of the Comet,1984
14417593,3945,Uni.,Snow Falling on Cedars,1999
14401563,3946,MGM,Tea with Mussolini,1999
14400000,3947,Uni.,Halloween III: Season of the Witch,1982
14394097,3948,PFR,Woodlawn,2015
14393902,3949,Orion,Remo Williams: The Adventure Begins,1985
14379751,3950,Lions,Godsend,2004
14378331,3951,NL,Dark City,1998
14377198,3952,MGM/W,Awake,2007
14375181,3953,Col.,Ishtar,1987
14363400,3954,Col.,The Buddy Holly Story,1978
14363397,3955,Over.,Capitalism: A Love Story,2009
14358033,3956,WB,Memoirs of an Invisible Man,1992
14356479,3957,Fox,Rapid Fire,1992
14343976,3958,Par.,Friday the 13th Part VIII,1989
14326864,3959,FD,Lockout,2012
14307963,3960,WB,Ballistic: Ecks vs. Sever,2002
14302779,3961,WB,The Mosquito Coast,1986
14301505,3962,BG,Wish Upon,2017
14296438,3963,TriS,Supergirl,1984
14287755,3964,Col.,The Competition,1980
14278900,3965,Uni.,The Wizard,1989
14276317,3966,Sony,The Messenger: The Story of Joan of Arc,1999
14271015,3967,Uni.,Josie and the Pussycats,2001
14255801,3968,MGM,Ice Pirates,1984
14254993,3969,Fox,Freddy Got Fingered,2001
14245415,3970,FoxS,Amelia,2009
14237880,3971,Orion,Return of the Living Dead,1985
14230455,3972,MGM,Supernova,2000
14225876,3973,Emb,Scanners (1981),1981
14218698,3974,WB,Alex and Emma,2003
14205021,3975,Uni.,Sweet Liberty,1986
14202899,3976,Col.,A Chorus Line,1985
14200000,3977,Uni.,The Eiger Sanction,1975
14195227,3978,NL,How to Deal,2003
14190901,3979,LGF,Disaster Movie,2008
14190750,3980,MGM,Soul Plane,2004
14182492,3981,Uni.,Prince of Darkness,1987
14161590,3982,Lions,Dirty Dancing: Havana Nights,2004
14155617,3983,Col.,Wholly Moses,1980
14143280,3984,BV,Ernest Scared Stupid,1991
14124284,3985,A24,Spring Breakers,2013
14118751,3986,Uni.,The Emperor's Club,2002
14114488,3987,MGM,Poltergeist III,1988
14110589,3988,Par.,Cool World,1992
14110013,3989,Par.,Dragonslayer,1981
14100000,3990,Crwn,Tomboy,1985
14099953,3991,MGM,Diner,1982
14096321,3992,Sony,Les Miserables (1998),1998
14071441,3993,WB,New York Minute,2004
14063331,3994,Orion,The Arrival,1996
14061361,3995,Par.,The Perfect Weapon,1991
14059077,3996,Par.,Fairy Tale: A True Story,1997
14056528,3997,MGM,The Beastmaster,1982
14051384,3998,Uni.,Blues Brothers 2000,1998
14049540,3999,Uni.,Private School,1983
14036406,4000,SonR,Stealing Harvard,2002
14036005,4001,Uni.,Virus,1999
14019924,4002,Free,Left Behind (2014),2014
14018296,4003,FoxS,The Good Girl,2002
14016568,4004,RAtt.,Love & Friendship,2016
14011454,4005,Mira.,In Too Deep,1999
14011084,4006,Fox,What's Your Number?,2011
14009368,4007,Gram.,Def Jam's How to Be a Player,1997
14000000,4008,NW,Creepshow 2,1987
14000000,4009,Col.,The Survivors,1983
14000000,4010,Par.,On a Clear Day You Can See Forever,1970
14000000,4011,Uni.,Missing,1982
13994920,4012,WB,Stand and Deliver,1988
13985225,4013,Col.,The Lord of the Flies,1990
13985117,4014,A24,It Comes At Night,2017
13961370,4015,WB,Follow That Bird (Sesame St.),1985
13960394,4016,FoxS,Jackie,2016
13940383,4017,Gram.,Candyman: Farewell to the Flesh,1995
13938332,4018,Par.,Hot Rod,2007
13932383,4019,Fox,Firehouse Dog,2007
13906394,4020,BV,Out Cold,2001
13898649,4021,Sony,The Deep End of the Ocean,1999
13885966,4022,USA,Monsoon Wedding,2002
13878334,4023,NL,Drop Dead Fred,1991
13873211,4024,BV,Born in China,2017
13869515,4025,Uni.,Cirque du Freak: The Vampire's Assistant,2009
13854000,4026,Col.,My Stepmother is an Alien,1988
13848978,4027,ParV,The Duchess,2008
13843771,4028,Focus,One Day,2011
13839658,4029,IFC,Y Tu Mama Tambien,2002
13839404,4030,Par.,Hamburger Hill,1987
13825794,4031,Uni.,The Milagro Beanfield War,1988
13816982,4032,Sum.,Fly Me to the Moon,2008
13806137,4033,Sony,Desperate Measures,1998
13794835,4034,Uni.,Repo Men,2010
13757804,4035,W/Dim.,Frank Miller's Sin City: A Dame to Kill For,2014
13756082,4036,WB,Letters from Iwo Jima,2006
13749300,4037,ORF,Hit and Run,2012
13744960,4038,Focus,Broken Flowers,2005
13741060,4039,Orion,Great Balls of Fire!,1989
13729742,4040,Sony,The Tailor of Panama,2001
13728902,4041,Par.,Hey Arnold! The Movie,2002
13717039,4042,WB,The Man Who Knew Too Little,1997
13692848,4043,Mira.,The Wings of the Dove,1997
13687027,4044,BV,Return to Snowy River,1988
13684249,4045,LGF,Crank: High Voltage,2009
13681765,4046,BV,Nixon,1995
13677222,4047,BV,One Magic Christmas,1985
13670733,4048,WB,Juwanna Mann,2002
13670688,4049,Fox,The Pagemaster,1994
13664060,4050,Col.,Vice Versa,1988
13657115,4051,LGF,Warrior,2011
13651946,4052,Wein.,Burnt,2015
13651656,4053,NWav,Haunted Castle (IMAX),2001
13642861,4054,Uni.,Crooklyn,1994
13616610,4055,Par.,The Ladies Man,2000
13609396,4056,WB,The Crush,1993
13602831,4057,NL,Trial and Error,1997
13596911,4058,WB,Osmosis Jones,2001
13583690,4059,Sony,Hush,1998
13572400,4060,NL,The Little Vampire,2000
13569248,4061,FoxS,The Namesake,2007
13562325,4062,DW,Envy,2004
13559812,4063,Free,The Haunting of Molly Hartley,2008
13558739,4064,SonR,Tomcats,2001
13542874,4065,Rog.,Shaun of the Dead,2004
13539458,4066,NCeV,The Gate,1987
13485455,4067,Imax,Africa's Elephant Kingdom (IMAX),1998
13456633,4068,UA,De-Lovely,2004
13446769,4069,Mira.,The Grifters,1990
13431806,4070,WB,One Crazy Summer,1986
13427615,4071,MGM,Bio-Dome,1996
13418091,4072,Atl,Extremities,1986
13417292,4073,Oct.,Secrets & Lies,1996
13414714,4074,LGF,Dredd,2012
13406883,4075,BST,Megan Leavey,2017
13406717,4076,BV,A Kid in King Arthur's Court,1995
13400161,4077,Hel.,Solarmax,2000
13399812,4078,Par.,Alfie,2004
13395961,4079,8X,One Night with the King,2006
13383747,4080,Mira.,Bullets Over Broadway,1994
13371528,4081,Par.,Labor Day,2014
13368437,4082,SPC,Friends with Money,2006
13367624,4083,P/DW,Ghost Town,2008
13351357,4084,Col.,Mr. Saturday Night,1992
13349927,4085,FoxA,The Comebacks,2007
13342790,4086,WB,American Outlaws,2001
13323144,4087,Sony,Ghosts of Mississippi,1996
13305101,4088,NL,Sugar & Spice,2001
13303319,4089,FoxS,The Tree of Life,2011
13300000,4090,Col.,Getting Straight,1970
13299749,4091,Col.,The Adventures of Milo and Otis,1989
13294422,4092,MGM,Lord of Illusions,1995
13290368,4093,Fox,The Pick-Up Artist,1987
13277558,4094,Fox,The Entity,1983
13273595,4095,MGM,Body of Evidence,1993
13272113,4096,WB,Class Act,1992
13263993,4097,MGM,The Mod Squad,1999
13261851,4098,ParV,Case 39,2010
13258670,4099,Fox,Visiting Hours,1982
13258249,4100,WB,fear dot com,2002
13253715,4101,MGM,Roller Boogie,1979
13253583,4102,Emb,Vice Squad,1982
13249535,4103,Uni.,Trespass,1992
13236513,4104,Par.,Crazy People,1990
13235319,4105,CBS,Inside Llewyn Davis,2013
13235267,4106,SonR,Daddy Day Camp,2007
13200170,4107,Mira.,Enchanted April,1992
13168027,4108,MGM,Revenge of the Ninja,1983
13167232,4109,NL,Critters,1986
13137484,4110,Uni.,Greedy,1994
13130349,4111,WB,Rosewood,1997
13121555,4112,NL,Jason X,2002
13113041,4113,Art.,Dr. T and the Women,2000
13111101,4114,Fox,Author! Author!,1982
13110903,4115,Par.,Back to the Beach,1987
13110448,4116,Lions,Frailty,2002
13109815,4117,FD,The Rum Diary,2011
13102272,4118,FD,Playing for Keeps,2012
13102025,4119,TriS,The Evil That Men Do,1984
13099931,4120,QF,Hillary's America: The Secret History of the Democratic Party,2016
13092000,4121,SPC,Whiplash,2014
13090630,4122,MGM,Flyboys,2006
13086430,4123,Uni.,American Me,1992
13086298,4124,MGM,Cat's Eye,1985
13084595,4125,BV,25th Hour,2002
13071518,4126,Uni.,Clockers,1995
13062708,4127,Uni.,The Big Fix,1978
13043363,4128,FoxS,Whip It,2009
13042112,4129,Par.,Angela's Ashes,1999
13040527,4130,NL,How to Eat Fried Worms,2006
13040288,4131,DW,House of Sand and Fog,2003
13030214,4132,Fox,To Be or Not to Be (1983),1983
13030057,4133,UA,I'm Gonna Git You Sucka,1988
13027857,4134,MGM,The Great Train Robbery,1979
13023075,4135,BV,The Crew,2000
13015688,4136,Uni.,The Concorde: Airport '79,1979
13011160,4137,LGF,Religulous,2008
13008928,4138,Uni.,They Live,1988
13001257,4139,MGM,Wicker Park,2004
13000000,4140,Uni.,Stroker Ace,1983
12993175,4141,WB,Vision Quest,1985
12988801,4142,Mira.,The Quiet American,2002
12986644,4143,Imax,A Beautiful Planet,2016
12985600,4144,PFR,Do You Believe?,2015
12981269,4145,Uni.,The Pirates Who Don't Do Anything,2008
12974636,4146,NL,Man's Best Friend,1993
12952019,4147,TriS,Real Genius,1985
12951088,4148,Uni.,Black Dog,1998
12947763,4149,Par.,April Fool's Day,1986
12918858,4150,Col.,Perfect,1985
12905901,4151,NL,Living Out Loud,1998
12899867,4152,SPC,Volver,2006
12890752,4153,BV,A Far Off Place,1993
12882934,4154,WB,Gods and Generals,2003
12874899,4155,Dim.,Senseless,1998
12850276,4156,MGM,True Confessions,1981
12844057,4157,BV,The Associate,1996
12843849,4158,Par.,The Honeymooners,2005
12840842,4159,Dim.,Wes Craven Presents: They,2002
12835544,4160,Uni.,Last Married Couple in America,1980
12825141,4161,BV,Mr. Wrong,1996
12816367,4162,Focus,Anna Karenina,2012
12811858,4163,Mira.,Highlander: Endgame,2000
12807139,4164,NL,Shoot 'Em Up,2007
12803305,4165,Mira.,Marvin's Room,1996
12796841,4166,SPC,Rachel Getting Married,2008
12795746,4167,FoxS,Beasts of the Southern Wild,2012
12793213,4168,Gold.,Mystic Pizza,1988
12786053,4169,Wein.,The Founder,2017
12785432,4170,FoxS,I Heart Huckabees,2004
12767815,4171,Par.,The Evening Star,1996
12764657,4172,Mira.,Undisputed,2002
12754783,4173,ORF,Silent House,2012
12741891,4174,TriS,Weekend at Bernie's II,1993
12729917,4175,TriS,Labyrinth,1986
12729675,4176,Par.,Atlantic City,1981
12716953,4177,NL,Mr. Nice Guy,1998
12712093,4178,NL,The New World,2005
12711491,4179,Wein.,Carol,2015
12706478,4180,BV,D.O.A.,1988
12665721,4181,All.,"Bon Cop, Bad Cop",2006
12658486,4182,Sony,The Spitfire Grill,1996
12640385,4183,DEG,The Bedroom Window,1987
12639297,4184,ORF,Triple 9,2016
12638526,4185,FoxS,Battle of the Sexes,2017
12638294,4186,WB,Everybody's All-American,1988
12634962,4187,Lions,"House of 1,000 Corpses",2003
12626043,4188,Triu,Bad Influence,1990
12617845,4189,Uni.,The Legend of the Lone Ranger,1981
12614346,4190,Prov.,The Omega Code,1999
12600231,4191,WB,Winter's Tale,2014
12594698,4192,Wein.,The Matador,2005
12590147,4193,Wein.,Under the Same Moon,2008
12574914,4194,SPC,An Education,2009
12571185,4195,Uni.,Idlewild,2006
12551031,4196,RAtt.,Love & Mercy,2015
12550605,4197,FoxS,I Think I Love My Wife,2007
12545979,4198,BV,The Light Between Oceans,2016
12534961,4199,Mira.,Hellraiser III: Hell on Earth,1992
12534817,4200,Orion,Amityville II: The Possession,1982
12532777,4201,Sony,Gattaca,1997
12531831,4202,Par.,Compromising Positions,1985
12526677,4203,Uni.,Judgment Night,1993
12512886,4204,SonR,Freedomland,2006
12512862,4205,Par.,Cirque Du Soleil: Worlds Away,2012
12504289,4206,Art.,Black Mask,1999
12492481,4207,Focus,Evening,2007
12484444,4208,Fox,The French Connection 2,1975
12482775,4209,Par.,The Weather Man,2005
12480249,4210,Par.,First Monday in October,1981
12479335,4211,NL,Love Jones,1997
12475172,4212,Imax,Extreme (IMAX),1999
12461773,4213,WB,Why Do Fools Fall in Love?,1998
12454768,4214,BV,The Marrying Man,1991
12442673,4215,Fox,Vanishing Point,1971
12440858,4216,BV,Life with Mikey,1993
12434778,4217,BV,People Like Us,2012
12429583,4218,BV,Strange Magic,2015
12423831,4219,Lori,The Fourth Protocol,1987
12414210,4220,WB,Irreconcilable Differences,1984
12408986,4221,SPC,Lone Star,1996
12408066,4222,Fox,Monsignor,1982
12397210,4223,Mira.,Cinema Paradiso,1990
12396383,4224,Fox,Less Than Zero,1987
12394327,4225,WB,Ready to Rumble,2000
12391761,4226,UTV,Dangal,2016
12376625,4227,Par.,The Postman Always Rings Twice,1981
12368234,4228,UA,A Shot in the Dark,1964
12361866,4229,Par.,Silver Bullet,1985
12348905,4230,Fox,Escape from the Planet of the Apes,1971
12324660,4231,MGM,Undercover Blues,1993
12314651,4232,Par.,Hot Tub Time Machine 2,2015
12313694,4233,Focus,Miss Pettigrew Lives for a Day,2008
12308521,4234,WB,Club Paradise,1986
12303904,4235,TriS,No Mercy,1986
12303411,4236,Fox,Enemy Mine,1985
12303080,4237,Mira.,Highlander 3: The Final Dimension,1995
12282994,4238,BV,A Stranger Among Us,1992
12281551,4239,WB,True Romance,1993
12279691,4240,Focus,Self/Less,2015
12277096,4241,Uni.,Casual Sex?,1988
12267790,4242,Col.,Little Big League,1994
12264319,4243,SGem,Breakin' All the Rules,2004
12251640,4244,Lions,Confidence,2003
12241122,4245,ORF,Before I Fall,2017
12236500,4246,FoxS,Far from the Madding Crowd,2015
12234694,4247,Fox,12 Rounds,2009
12232628,4248,Orion,Lone Wolf McQuade,1983
12227722,4249,WB,The 33,2015
12218638,4250,Poly,Barney's Great Adventure,1998
12214338,4251,BV,I'll Be Home for Christmas,1998
12201255,4252,Sony,Hideaway,1995
12195695,4253,TriS,Family Business,1989
12195626,4254,WB,Chasing Liberty,2004
12178602,4255,FL,Saving Grace,2000
12145169,4256,Fox,Dreamscape,1984
12143484,4257,WB,Pink Cadillac,1989
12134935,4258,Over.,Let Me In,2010
12096881,4259,BV,Roommates,1995
12096673,4260,Fox,"Bye Bye, Love",1995
12096300,4261,SPC,Foxcatcher,2014
12090735,4262,NW,Hellbound: Hellraiser II,1988
12082391,4263,MGM/W,Soul Men,2008
12069719,4264,BV,Holy Man,1998
12068313,4265,CBS,Extraordinary Measures,2010
12065892,4266,Col.,She's Out of Control,1989
12062558,4267,Over.,Sunshine Cleaning,2009
12050299,4268,LGF,The Last Stand,2013
12049108,4269,MGM,The Black Stallion Returns,1983
12046526,4270,MGM,Fatal Beauty,1987
12044087,4271,W/DD,The Protector (2006),2006
12021272,4272,Mira.,Chasing Amy,1997
12017369,4273,DW,In Dreams,1999
12008642,4274,ParC,The Gift,2000
12008376,4275,Gold.,Big Night,1996
12000000,4276,Film,Blow Out,1981
12000000,4277,Film,Comin' at Ya!,1981
12000000,4278,BV,The Sword in the Stone (Re-issue),1983
11993021,4279,WB,The King and I (1999),1999
11989328,4280,SonR,Zoom,2006
11988469,4281,AVCO,Phantasm,1979
11967000,4282,RM,End of the Spear,2006
11965282,4283,Sum.,Sorority Row,2009
11957943,4284,Uni.,Brighton Beach Memoirs,1986
11949484,4285,Can.,Firewalker,1986
11921413,4286,Sony,"Roman J. Israel, Esq.",2017
11919250,4287,NW,Deathstalker,1983
11916661,4288,Sony,The Thirteenth Floor,1999
11902715,4289,FoxS,The Darjeeling Limited,2007
11897978,4290,Fox,Making Love,1982
11892415,4291,Uni.,Sydney White,2007
11862398,4292,Fox,Glee The 3D Concert Movie,2011
11841544,4293,Mira.,Sliding Doors,1998
11837928,4294,Sav.,Tales from the Hood,1995
11829959,4295,Sony,Alaska,1996
11814019,4296,Lions,The Cookout,2004
11809387,4297,WB,Back Roads,1981
11806119,4298,Can.,Bloodsport,1988
11803254,4299,Fox,Meet Dave,2008
11798854,4300,TriS,3 Ninjas Kick Back,1994
11798616,4301,WB,Zelig,1983
11798302,4302,WB,Caddyshack II,1988
11787127,4303,Par.,The Lords of Discipline,1983
11738022,4304,Mira.,Strictly Ballroom,1993
11718595,4305,Rog.,Dave Chappelle's Block Party,2006
11715637,4306,NL,Knockaround Guys,2002
11715321,4307,Col.,Used Cars,1980
11708269,4308,Orion,Up the Creek,1984
11689053,4309,SPC,Winged Migration,2003
11686940,4310,ORF,Fifty Shades of Black,2016
11683047,4311,Sony,The Adventures of Elmo in Grouchland,1999
11682205,4312,LG/S,Gone,2012
11670971,4313,Lions,Girl with a Pearl Earring,2003
11663156,4314,DW,Surviving Christmas,2004
11657385,4315,Gold.,Rock-A-Doodle,1992
11642946,4316,Fox,Far From Home: The Adventures of Yellow Dog,1995
11642254,4317,Gal.,Halloween 5,1989
11614954,4318,USA,The Muse,1999
11614790,4319,P/DW,The Last Kiss (2006),2006
11606005,4320,Uni.,The Promise,1979
11604598,4321,BV,Gross Anatomy,1989
11603545,4322,TriS,Lifeforce,1985
11585483,4323,TriS,So I Married an Axe Murderer,1993
11582891,4324,Par.,Graveyard Shift,1990
11578059,4325,Fox,Wing Commander,1999
11576464,4326,Mira.,Get Over It,2001
11567449,4327,Uni.,Henry & June,1990
11567217,4328,WB,Police Academy 6: City Under Siege,1989
11565678,4329,Uni.,The Other Side of the Mountain Part II,1978
11555430,4330,Mira.,The Legend of Drunken Master,2000
11541758,4331,NL,Pump Up the Volume,1990
11540607,4332,FoxS,Boys Don't Cry,1999
11538235,4333,MGM,Turbulence,1997
11538204,4334,RAtt.,The Conspirator,2011
11537046,4335,MGM/W,The Longshots,2008
11536599,4336,WB,Young Einstein,1989
11536423,4337,IDP,Super Size Me,2004
11534477,4338,WB,Fair Game (1995),1995
11528900,4339,Col.,Just One of the Guys,1985
11528613,4340,PNT,No Manches Frida,2016
11526099,4341,MGM,Mulholland Falls,1996
11511031,4342,MGM,Shattered,1991
11502976,4343,Uni.,Army of Darkness,1993
11494838,4344,CBS,The Words,2012
11492915,4345,MGM,Thief,1981
11489982,4346,Uni.,The River,1984
11487676,4347,Col.,Das Boot,1982
11486880,4348,Par.,The Beautician and the Beast,1997
11468568,4349,Focus,Something New,2006
11449638,4350,MGM,Material Girls,2006
11444204,4351,Uni.,Moon Over Parador,1988
11439193,4352,BV,The Ref,1994
11438337,4353,Sony,Double Team,1997
11434216,4354,Mira.,The Shipping News,2001
11412414,4355,WB,The Powerpuff Girls Movie,2002
11391093,4356,TriS,Cops and Robbersons,1994
11390479,4357,Par.,Jennifer 8,1992
11378339,4358,Emb,The Seduction,1982
11373501,4359,WB,Thumbelina,1994
11368012,4360,WB,Unforgettable (2017),2017
11364985,4361,Uni.,The Legacy,1979
11359129,4362,Uni.,Opportunity Knocks,1990
11348324,4363,Uni.,Balto,1995
11336986,4364,Uni.,Career Opportunities,1991
